NPA,2023
319,"$74,167"
320,"$250,001"
321,"$39,643"
322,"$94,063"
323,"$60,785"
324,"$178,583"
325,"$66,685"
326,"--"
327,"$52,476"
328,"--"
329,"$79,205"
330,"$93,317"
331,"$69,453"
332,"$76,676"
333,"$73,153"
334,"$87,927"
335,"$103,586"
336,"$74,271"
337,"$91,597"
338,"$97,812"
339,"$73,370"
343,"$102,639"
344,"$101,579"
345,"$81,218"
346,"$41,922"
347,"$78,529"
348,"$83,558"
349,"$150,115"
350,"$126,989"
351,"--"
352,"$72,292"
353,"$133,147"
354,"$62,611"
355,"$126,684"
356,"$156,853"
357,"$79,565"
358,"$148,799"
359,"$171,429"
360,"$84,947"
361,"$69,835"
362,"$35,215"
363,"$30,221"
364,"$201,655"
365,"$105,476"
366,"$56,970"
367,"$92,370"
368,"$87,113"
369,"$34,297"
370,"$22,321"
371,"$44,192"
372,"$99,245"
373,"$178,809"
374,"$28,943"
375,"$211,031"
376,"$91,029"
377,"$109,102"
378,"$115,779"
379,"$205,830"
380,"$183,793"
381,"$94,764"
382,"$70,935"
383,"$77,116"
385,"$49,615"
386,"$99,926"
387,"$57,083"
388,"$88,966"
389,"$64,946"
390,"$70,899"
391,"$149,219"
392,"$209,276"
393,"$106,139"
394,"$62,614"
395,"$121,823"
396,"$79,946"
397,"$74,130"
398,"$63,295"
399,"$89,784"
400,"$155,568"
401,"$94,688"
402,"$109,489"
403,"$127,411"
404,"$47,212"
405,"$90,993"
406,"$106,938"
407,"$113,889"
408,"$96,927"
409,"$200,455"
410,"$98,750"
411,"$82,727"
412,"$188,039"
413,"$178,917"
416,"$84,340"
417,"$140,060"
418,"$123,551"
419,"$134,211"
420,"$119,902"
421,"$148,194"
422,"$72,387"
423,"$119,194"
424,"$131,010"
425,"$113,948"
426,"$90,801"
428,"$87,667"
430,"$62,057"
431,"$67,179"
432,"$135,324"
433,"$138,636"
434,"$179,859"
435,"--"
436,"$89,911"
437,"$123,300"
438,"$119,211"
442,"$92,877"
443,"$152,250"
444,"$92,328"
445,"$135,938"
446,"$147,697"
447,"$120,911"
448,"$103,655"
449,"$195,833"
450,"$141,886"
451,"$194,884"
452,"$131,538"
453,"$56,250"
454,"$116,667"
455,"$112,159"
456,"$80,714"
457,"$189,667"
458,"$141,786"
459,"$99,750"
460,"$101,513"
462,"$117,075"
463,"$71,250"
464,"$101,515"
465,"$128,304"
466,"$103,750"
467,"$141,607"
468,"--"
469,"$174,306"
470,"$176,439"
471,"$99,427"
472,"$165,767"
473,"$72,313"
474,"$135,929"
475,"$211,250"
476,"$100,040"
